"filename", "language", "TypeScript", "TypeScript JSX", "JavaScript", "JSON", "comment", "blank", "total"
"/Users/weapp/ownProjects/seek/src/constants/queryHooks.ts", "TypeScript", 3, 0, 0, 0, 0, 1, 4
"/Users/weapp/ownProjects/seek/src/constants/screens.ts", "TypeScript", 7, 0, 0, 0, 0, 1, 8
"/Users/weapp/ownProjects/seek/src/constants/socket.ts", "TypeScript", 34, 0, 0, 0, 0, 2, 36
"/Users/weapp/ownProjects/seek/src/constants/spacing.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"/Users/weapp/ownProjects/seek/src/constants/url.ts", "TypeScript", 1, 0, 0, 0, 0, 1, 2
"/Users/weapp/ownProjects/seek/src/constants/user.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 4
"/Users/weapp/ownProjects/seek/src/declaration.d.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"/Users/weapp/ownProjects/seek/src/hooks/index.ts", "TypeScript", 2, 0, 0, 0, 0, 2, 4
"/Users/weapp/ownProjects/seek/src/hooks/useTheme.ts", "TypeScript", 4, 0, 0, 0, 0, 3, 7
"/Users/weapp/ownProjects/seek/src/i18n/i18n.js", "JavaScript", 0, 0, 12, 0, 5, 7, 24
"/Users/weapp/ownProjects/seek/src/i18n/index.ts", "TypeScript", 2, 0, 0, 0, 0, 2, 4
"/Users/weapp/ownProjects/seek/src/i18n/locales/en.json", "JSON", 0, 0, 0, 37, 0, 1, 38
"/Users/weapp/ownProjects/seek/src/i18n/locales/sv.json", "JSON", 0, 0, 0, 5, 0, 1, 6
"/Users/weapp/ownProjects/seek/src/i18n/translate.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"/Users/weapp/ownProjects/seek/src/navigation/RootNavigator.tsx", "TypeScript JSX", 0, 30, 0, 0, 0, 5, 35
"/Users/weapp/ownProjects/seek/src/navigation/constants/options.ts", "TypeScript", 8, 0, 0, 0, 0, 3, 11
"/Users/weapp/ownProjects/seek/src/navigation/constants/stacks/AuthStack.ts", "TypeScript", 18, 0, 0, 0, 0, 3, 21
"/Users/weapp/ownProjects/seek/src/navigation/constants/stacks/ChatsStack.ts", "TypeScript", 10, 0, 0, 0, 0, 2, 12
"/Users/weapp/ownProjects/seek/src/navigation/constants/stacks/HomeStack.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"/Users/weapp/ownProjects/seek/src/navigation/constants/stacks/MainStack.ts", "TypeScript", 9, 0, 0, 0, 0, 2, 11
"/Users/weapp/ownProjects/seek/src/navigation/index.ts", "TypeScript", 2, 0, 0, 0, 0, 1, 3
"/Users/weapp/ownProjects/seek/src/navigation/navigators/AuthNavigator.tsx", "TypeScript JSX", 0, 24, 0, 0, 0, 3, 27
"/Users/weapp/ownProjects/seek/src/navigation/navigators/ChatsNavigator.tsx", "TypeScript JSX", 0, 24, 0, 0, 0, 7, 31
"/Users/weapp/ownProjects/seek/src/navigation/navigators/HomeNavigator.tsx", "TypeScript JSX", 0, 68, 0, 0, 1, 8, 77
"/Users/weapp/ownProjects/seek/src/navigation/navigators/MainNavigator.tsx", "TypeScript JSX", 0, 28, 0, 0, 15, 5, 48
"/Users/weapp/ownProjects/seek/src/providers/AuthProvider.tsx", "TypeScript JSX", 0, 113, 0, 0, 0, 16, 129
"/Users/weapp/ownProjects/seek/src/providers/SocketProvider.tsx", "TypeScript JSX", 0, 116, 0, 0, 6, 22, 144
"/Users/weapp/ownProjects/seek/src/screens/ChatScreen/index.tsx", "TypeScript JSX", 0, 281, 0, 0, 5, 14, 300
"/Users/weapp/ownProjects/seek/src/screens/ChatsScreen/index.tsx", "TypeScript JSX", 0, 191, 0, 0, 7, 12, 210
"/Users/weapp/ownProjects/seek/src/screens/LoginScreen/index.tsx", "TypeScript JSX", 0, 24, 0, 0, 0, 3, 27
"/Users/weapp/ownProjects/seek/src/screens/OnboardScreen/index.tsx", "TypeScript JSX", 0, 137, 0, 0, 9, 12, 158
"/Users/weapp/ownProjects/seek/src/screens/OnboardScreen/views/About.tsx", "TypeScript JSX", 0, 44, 0, 0, 0, 4, 48
"/Users/weapp/ownProjects/seek/src/screens/OnboardScreen/views/Name.tsx", "TypeScript JSX", 0, 42, 0, 0, 0, 3, 45
"/Users/weapp/ownProjects/seek/src/screens/OnboardScreen/views/Register.tsx", "TypeScript JSX", 0, 69, 0, 0, 0, 3, 72
"/Users/weapp/ownProjects/seek/src/screens/WelcomeScreen/index.tsx", "TypeScript JSX", 0, 62, 0, 0, 0, 8, 70
"/Users/weapp/ownProjects/seek/src/screens/index.ts", "TypeScript", 6, 0, 0, 0, 0, 1, 7
"/Users/weapp/ownProjects/seek/src/services/auth/index.ts", "TypeScript", 1, 0, 0, 0, 0, 1, 2
"/Users/weapp/ownProjects/seek/src/services/auth/users.ts", "TypeScript", 27, 0, 0, 0, 1, 7, 35
"/Users/weapp/ownProjects/seek/src/services/db/hooks/chats.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"/Users/weapp/ownProjects/seek/src/services/db/hooks/index.ts", "TypeScript", 2, 0, 0, 0, 0, 1, 3
"/Users/weapp/ownProjects/seek/src/services/db/hooks/messages.ts", "TypeScript", 19, 0, 0, 0, 0, 2, 21
"/Users/weapp/ownProjects/seek/src/services/db/index.ts", "TypeScript", 2, 0, 0, 0, 0, 1, 3
"/Users/weapp/ownProjects/seek/src/services/db/mutations/albums.ts", "TypeScript", 7, 0, 0, 0, 0, 3, 10
"/Users/weapp/ownProjects/seek/src/services/db/mutations/index.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"/Users/weapp/ownProjects/seek/src/services/db/mutations/messages.ts", "TypeScript", 7, 0, 0, 0, 0, 3, 10
"/Users/weapp/ownProjects/seek/src/services/db/mutations/notificationTokens.ts", "TypeScript", 9, 0, 0, 0, 0, 3, 12
"/Users/weapp/ownProjects/seek/src/services/db/mutations/userChats.ts", "TypeScript", 10, 0, 0, 0, 0, 3, 13
"/Users/weapp/ownProjects/seek/src/services/db/mutations/users.ts", "TypeScript", 13, 0, 0, 0, 0, 3, 16
"/Users/weapp/ownProjects/seek/src/services/db/queries/chats.ts", "TypeScript", 23, 0, 0, 0, 2, 4, 29
"/Users/weapp/ownProjects/seek/src/services/db/queries/index.ts", "TypeScript", 2, 0, 0, 0, 0, 1, 3
"/Users/weapp/ownProjects/seek/src/services/db/queries/messages.ts", "TypeScript", 16, 0, 0, 0, 0, 4, 20
"/Users/weapp/ownProjects/seek/src/services/events.ts", "TypeScript", 32, 0, 0, 0, 0, 5, 37
"/Users/weapp/ownProjects/seek/src/services/index.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"/Users/weapp/ownProjects/seek/src/services/messaging.ts", "TypeScript", 31, 0, 0, 0, 2, 4, 37
"/Users/weapp/ownProjects/seek/src/services/socket.ts", "TypeScript", 5, 0, 0, 0, 0, 2, 7
"/Users/weapp/ownProjects/seek/src/theme/ThemeContext.ts", "TypeScript", 4, 0, 0, 0, 0, 3, 7
"/Users/weapp/ownProjects/seek/src/theme/ThemeProvider.tsx", "TypeScript JSX", 0, 16, 0, 0, 0, 5, 21
"/Users/weapp/ownProjects/seek/src/theme/darkTheme.ts", "TypeScript", 23, 0, 0, 0, 0, 3, 26
"/Users/weapp/ownProjects/seek/src/theme/defaultTheme.ts", "TypeScript", 5, 0, 0, 0, 0, 1, 6
"/Users/weapp/ownProjects/seek/src/theme/index.ts", "TypeScript", 6, 0, 0, 0, 0, 1, 7
"/Users/weapp/ownProjects/seek/src/theme/lightTheme.ts", "TypeScript", 15, 0, 0, 0, 4, 2, 21
"/Users/weapp/ownProjects/seek/src/types/api.ts", "TypeScript", 11, 0, 0, 0, 3, 3, 17
"/Users/weapp/ownProjects/seek/src/types/apiResponse.ts", "TypeScript", 38, 0, 0, 0, 0, 7, 45
"/Users/weapp/ownProjects/seek/src/types/auth.ts", "TypeScript", 14, 0, 0, 0, 0, 2, 16
"/Users/weapp/ownProjects/seek/src/types/db.ts", "TypeScript", 18, 0, 0, 0, 0, 3, 21
"/Users/weapp/ownProjects/seek/src/types/dbModels.ts", "TypeScript", 61, 0, 0, 0, 0, 2, 63
"/Users/weapp/ownProjects/seek/src/types/hooks.ts", "TypeScript", 2, 0, 0, 0, 0, 2, 4
"/Users/weapp/ownProjects/seek/src/types/icons.ts", "TypeScript", 32, 0, 0, 0, 0, 2, 34
"/Users/weapp/ownProjects/seek/src/types/index.ts", "TypeScript", 13, 0, 0, 0, 0, 1, 14
"/Users/weapp/ownProjects/seek/src/types/maps.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"/Users/weapp/ownProjects/seek/src/types/models.ts", "TypeScript", 6, 0, 0, 0, 0, 1, 7
"/Users/weapp/ownProjects/seek/src/types/navigation.ts", "TypeScript", 16, 0, 0, 0, 0, 2, 18
"/Users/weapp/ownProjects/seek/src/types/props.ts", "TypeScript", 5, 0, 0, 0, 0, 2, 7
"/Users/weapp/ownProjects/seek/src/types/socket.ts", "TypeScript", 78, 0, 0, 0, 1, 17, 96
"/Users/weapp/ownProjects/seek/src/types/theme.ts", "TypeScript", 27, 0, 0, 0, 0, 4, 31
"/Users/weapp/ownProjects/seek/src/utils/animate.tsx", "TypeScript JSX", 0, 12, 0, 0, 0, 2, 14
"/Users/weapp/ownProjects/seek/src/utils/date.ts", "TypeScript", 38, 0, 0, 0, 3, 5, 46
"/Users/weapp/ownProjects/seek/src/utils/index.ts", "TypeScript", 8, 0, 0, 0, 0, 1, 9
"/Users/weapp/ownProjects/seek/src/utils/list.ts", "TypeScript", 10, 0, 0, 0, 0, 1, 11
"/Users/weapp/ownProjects/seek/src/utils/localStorage.ts", "TypeScript", 10, 0, 0, 0, 0, 2, 12
"/Users/weapp/ownProjects/seek/src/utils/permission.ts", "TypeScript", 51, 0, 0, 0, 0, 5, 56
"/Users/weapp/ownProjects/seek/src/utils/showSnackbar.ts", "TypeScript", 32, 0, 0, 0, 0, 5, 37
"/Users/weapp/ownProjects/seek/src/utils/sleep.ts", "TypeScript", 3, 0, 0, 0, 0, 1, 4
"/Users/weapp/ownProjects/seek/src/utils/url.ts", "TypeScript", 26, 0, 0, 0, 0, 2, 28
"Total", "-", 1186, 3122, 12, 42, 80, 486, 4928
